video,view,timestamp,bowling_arm,shoulder_alignment_angle_release_deg,front_foot_alignment_note
20240606_180529.mp4,back,2026-08-26T14:56:56,right,178.5789031982422,"Not measurable with the current pose model - no toe/foot-orientation keypoint available, only a single ankle point. Would need a custom foot-keypoint model or bounding-box-orientation approach."
