video,view,timestamp,bowling_arm,front_knee_angle_release_deg,front_leg_side,front_knee_flag,run_up_avg_run_up_speed_px_per_frame,run_up_accelerating,leading_arm_min_angle,leading_arm_angle_at_release,leading_arm_leading_side,leading_arm_flag,bowling_arm_arc_sweep_degrees,peak_wrist_speed_px_per_frame,snap_ramp_px_per_frame_squared
my_delivery1.mp4,side,2026-08-27T22:21:34,right,124.75940704345703,left,LESS BRACED - may indicate reduced transfer from run-up,5.375532150268555,True,55.9212760925293,55.9212760925293,right,COLLAPSED LOW - both schools of thought flag this as a fault,420.4807434082031,121.29548899332681,12.331816355387367
