video,view,timestamp,bowling_arm,front_knee_angle_release_deg,front_leg_side,front_knee_flag,run_up_avg_run_up_speed_px_per_frame,run_up_accelerating,leading_arm_min_angle,leading_arm_angle_at_release,leading_arm_leading_side,leading_arm_flag,bowling_arm_arc_sweep_degrees,peak_wrist_speed_px_per_frame,snap_ramp_px_per_frame_squared,trunk_bend_angle_release_deg
my_delivery2.mp4,side,2026-08-24T22:03:56,left,153.28656005859375,left,BRACED (good),6.941812992095947,True,109.15682220458984,109.15682220458984,right,STAYED ACTIVE (good),127.86573791503906,122.17721811930338,26.148263255755104,29.278119834187788
my_delivery2.mp4,side,2026-08-24T22:18:43,left,153.28656005859375,left,BRACED (good),6.941812992095947,True,109.15682220458984,109.15682220458984,right,STAYED ACTIVE (good),127.86573791503906,122.17721811930338,26.148263255755104,29.278119834187788
