video,view,timestamp,bowling_arm,front_knee_angle_release_deg,front_leg_side,front_knee_flag,run_up_avg_run_up_speed_px_per_frame,run_up_accelerating,leading_arm_min_angle,leading_arm_angle_at_release,leading_arm_leading_side,leading_arm_flag,bowling_arm_arc_sweep_degrees,peak_wrist_speed_px_per_frame,snap_ramp_px_per_frame_squared,trunk_bend_angle_release_deg
my_delivery.mp4,side,2026-08-25T13:16:54,right,143.9254150390625,left,LESS BRACED - may indicate reduced transfer from run-up,2.9770381450653076,False,120.69029998779297,120.69029998779297,right,STAYED ACTIVE (good),69.22897338867188,102.89596303304036,17.817421925564606,26.428245395909613
