video,view,timestamp,bowling_arm,shoulder_alignment_angle_release_deg,front_foot_alignment_note
20240512_190030.mp4,front,2026-08-27T14:49:55,right,,"Not measurable with the current pose model - no toe/foot-orientation keypoint available, only a single ankle point. Would need a custom foot-keypoint model or bounding-box-orientation approach."
