video,view,timestamp,bowling_arm,shoulder_alignment_angle_release_deg,head_lateral_range_px,front_foot_alignment_note
20240522_190615.mp4,back,2026-08-27T13:24:11,left,,6.8447265625,"Not measurable with the current pose model - no toe/foot-orientation keypoint available, only a single ankle point. Would need a custom foot-keypoint model or bounding-box-orientation approach."
