video,view,timestamp,bowling_arm,shoulder_alignment_angle_release_deg,front_foot_alignment_note
20240512_184854.mp4,back,2026-08-27T13:11:32,left,5.91873836517334,"Not measurable with the current pose model - no toe/foot-orientation keypoint available, only a single ankle point. Would need a custom foot-keypoint model or bounding-box-orientation approach."
